temperature,humidity,wind_speed,traffic_density,industrial_activity,stagnation_index,AQI_1_Hour_Ago,AQI_24_Hours_Ago,AQI_Target
23.12,37.23,9.47,6.0,16.66,1.7408568443051202,55.3,104.88,55.7
18.76,79.27,3.92,7.0,61.17,15.216417910447763,55.7,138.84,95.81
9.94,57.66,7.58,10.0,67.32,8.765625,95.81,110.59,74.19
19.97,36.79,8.06,9.0,44.99,5.513480392156863,74.19,106.54,37.19
23.52,52.79,9.18,10.0,62.4,6.724137931034483,37.19,71.23,83.04
18.09,65.69,9.9,7.0,42.62,4.262,83.04,122.85,56.79
24.08,52.01,11.97,1.0,11.8,0.9776304888152444,56.79,-26.63,54.19
25.54,60.3,10.82,7.0,67.93,6.220695970695972,54.19,33.33,88.98
23.43,71.1,13.48,1.0,48.02,3.5360824742268044,88.98,136.76,69.05
20.45,56.97,9.06,8.0,53.02,5.7882096069869,69.05,77.25,53.69
26.18,45.94,9.99,2.0,47.87,4.744301288404361,53.69,94.19,47.58
28.09,55.52,11.03,2.0,46.37,4.166217430368374,47.58,69.73,81.62
17.37,81.22,10.74,1.0,52.84,4.874538745387454,81.62,77.81,106.81
34.88,85.28,13.85,9.0,53.22,3.81505376344086,106.81,107.14,134.97
24.31,29.7,12.41,8.0,75.27,6.016786570743405,134.97,90.24,58.68
25.13,76.37,6.04,9.0,58.76,9.570032573289902,58.68,13.83,105.26
29.96,63.75,9.66,8.0,73.53,7.533811475409836,105.26,161.09,143.15
26.63,73.86,9.96,4.0,80.14,7.966202783300198,143.15,78.46,130.65
31.67,51.74,16.45,9.0,17.77,1.073716012084592,130.65,12.43,23.47
27.01,33.48,9.01,8.0,75.53,8.290889132821077,23.47,62.26,112.16
20.71,68.77,7.05,1.0,63.06,8.81958041958042,112.16,64.48,127.8
27.53,45.89,11.31,10.0,59.77,5.238387379491674,127.8,27.87,68.09
16.99,39.18,11.49,5.0,69.79,6.021570319240725,68.09,58.2,74.57
25.76,40.22,9.78,9.0,44.7,4.524291497975709,74.57,55.3,58.84
24.77,69.01,9.34,8.0,62.05,6.573093220338983,58.84,55.7,84.92
23.54,62.09,12.85,1.0,28.84,2.227027027027027,84.92,95.81,47.04
24.1,71.74,7.44,6.0,21.76,2.8859416445623345,47.04,74.19,46.88
11.83,70.04,8.98,6.0,60.63,6.677312775330397,46.88,37.19,96.73
21.16,53.69,8.43,2.0,48.61,5.698710433763189,96.73,83.04,84.58
25.65,58.94,13.28,2.0,49.94,3.7324364723467864,84.58,56.79,72.47
26.12,52.33,10.86,1.0,34.05,3.1067518248175183,72.47,54.19,21.79
17.81,56.85,6.81,6.0,57.82,8.367583212735168,21.79,88.98,95.78
33.86,45.49,7.11,9.0,41.47,5.7517337031900135,95.78,69.05,77.6
18.94,65.86,15.62,8.0,49.07,3.121501272264631,77.6,53.69,55.01
31.79,76.13,13.25,5.0,40.27,3.016479400749064,55.01,47.58,55.61
27.99,47.75,12.52,8.0,33.96,2.690966719492869,55.61,81.62,50.89
20.48,79.22,10.04,6.0,45.86,4.5226824457593695,50.89,106.81,47.8
37.43,61.7,14.53,6.0,73.71,5.038277511961723,47.8,134.97,83.06
16.64,63.62,6.69,2.0,40.54,5.970544918998527,83.06,58.68,35.25
31.43,34.51,12.26,8.0,47.47,3.840614886731392,35.25,105.26,25.2
32.0,32.89,8.67,2.0,44.7,5.096921322690992,25.2,143.15,38.78
20.31,62.16,9.25,5.0,37.26,3.9850267379679143,38.78,130.65,88.77
34.75,71.85,12.18,7.0,74.58,6.0732899022801305,88.77,23.47,140.65
23.25,49.93,9.57,7.0,22.77,2.3547052740434333,140.65,112.16,64.59
27.02,85.05,8.7,4.0,48.29,5.487500000000001,64.59,127.8,86.29
26.82,71.02,8.51,8.0,33.13,3.8478513356562143,86.29,68.09,25.2
24.06,46.37,4.04,7.0,61.34,14.81642512077295,25.2,74.57,82.73
30.68,60.46,12.29,10.0,52.68,4.25181598062954,82.73,58.84,115.71
30.55,97.15,6.98,5.0,73.65,10.402542372881356,115.71,84.92,143.59
12.76,41.36,15.58,4.0,64.69,4.125637755102041,143.59,47.04,55.52
34.13,67.92,9.14,2.0,51.63,5.587662337662338,55.52,46.88,85.62
13.36,55.16,13.93,2.0,64.89,4.625089094796864,85.62,96.73,87.59
32.23,70.6,4.57,4.0,66.72,14.286937901498929,87.59,84.58,146.72
32.89,79.01,12.19,8.0,31.75,2.5834011391375102,146.72,72.47,36.69
17.36,54.21,12.97,6.0,65.46,5.00841622035195,36.69,21.79,20.31
22.12,76.78,13.91,6.0,55.95,3.9935760171306214,20.31,95.78,110.79
17.26,93.32,5.42,2.0,59.79,10.831521739130435,110.79,77.6,116.26
23.5,60.99,7.89,7.0,41.85,5.237797246558198,116.26,55.01,91.16
22.84,71.77,11.73,1.0,32.91,2.7819103972950123,91.16,55.61,46.73
30.46,51.14,10.45,2.0,29.32,2.77914691943128,46.73,50.89,53.5
34.17,60.29,10.88,9.0,-18.17,-1.6548269581056467,53.5,47.8,-4.44
34.77,57.35,8.92,8.0,35.81,3.9700665188470072,-4.44,83.06,52.24
21.06,71.95,14.65,9.0,98.79,6.697627118644069,52.24,35.25,132.83
23.54,78.07,17.83,7.0,66.45,3.7060791968767433,132.83,25.2,92.74
13.22,58.36,10.31,10.0,56.37,5.414985590778097,92.74,38.78,97.39
19.36,83.0,11.36,9.0,69.22,6.040139616055847,97.39,88.77,116.83
31.75,82.95,10.17,4.0,44.8,4.36222005842259,116.83,140.65,66.62
36.31,72.7,13.85,3.0,42.16,3.022222222222222,66.62,64.59,114.81
16.36,52.26,12.49,4.0,44.2,3.510722795869738,114.81,86.29,56.11
25.0,50.82,6.8,5.0,35.28,5.11304347826087,56.11,25.2,88.27
24.82,47.81,8.16,10.0,36.93,4.4709443099273605,88.27,82.73,33.17
26.96,74.24,6.97,4.0,49.68,7.026874115983027,33.17,115.71,89.93
19.33,41.82,18.08,4.0,51.29,2.8212321232123214,89.93,143.59,40.78
27.97,70.15,11.91,7.0,76.52,6.3713572023313905,40.78,55.52,136.69
21.68,43.78,8.21,4.0,70.49,8.482551143200961,136.69,85.62,41.76
24.9,72.35,7.97,4.0,20.29,2.514250309789343,41.76,87.59,5.74
28.82,60.26,12.42,9.0,44.11,3.5231629392971247,5.74,146.72,54.82
25.04,80.0,12.71,9.0,27.89,2.1772053083528493,54.82,36.69,78.26
21.95,77.12,12.39,5.0,-2.17,-0.17373899119295436,78.26,20.31,-1.33
24.23,81.53,8.72,9.0,51.74,5.866213151927438,-1.33,110.79,103.09
24.38,81.91,10.92,2.0,61.54,5.584392014519056,103.09,116.26,104.71
22.41,62.15,10.33,5.0,51.43,4.930968360498562,104.71,91.16,56.3
23.19,42.62,7.19,7.0,58.74,8.05761316872428,56.3,46.73,116.88
36.19,44.21,7.22,8.0,43.31,5.916666666666668,116.88,53.5,52.24
28.93,28.7,11.24,5.0,29.45,2.5970017636684304,52.24,-4.44,-31.17
22.93,43.75,10.59,9.0,42.66,3.990645463049579,-31.17,52.24,29.98
29.88,61.03,11.66,3.0,77.38,6.579931972789115,29.98,132.83,87.53
22.66,51.61,12.37,8.0,57.49,4.610264635124299,87.53,92.74,78.98
33.21,57.3,14.5,9.0,19.59,1.3417808219178082,78.98,97.39,39.63
27.59,67.39,7.67,7.0,52.6,6.76962676962677,39.63,116.83,110.75
24.25,55.44,11.89,5.0,75.48,6.295246038365304,110.75,66.62,146.11
28.13,43.17,12.25,9.0,65.23,5.281781376518219,146.11,114.81,83.24
14.0,59.2,9.06,8.0,75.74,8.268558951965066,83.24,56.11,128.25
17.11,46.52,10.37,8.0,20.23,1.932187201528176,128.25,88.27,11.31
16.64,55.94,9.14,6.0,52.52,5.683982683982684,11.31,33.17,79.8
26.0,80.14,16.33,2.0,50.44,3.0699939135727328,79.8,89.93,55.84
37.13,55.94,10.31,4.0,61.9,5.946205571565802,55.84,40.78,89.33
40.62,86.56,11.35,1.0,33.02,2.883842794759826,89.33,136.69,82.53
29.47,81.47,9.21,10.0,32.67,3.5091299677765844,82.53,41.76,108.94
28.51,51.31,8.56,5.0,49.94,5.766743648960738,108.94,5.74,71.69
12.39,43.33,6.09,10.0,31.56,5.098546042003231,71.69,54.82,42.9
21.2,59.21,13.3,1.0,55.19,4.11865671641791,42.9,78.26,71.75
19.49,77.3,12.31,6.0,9.22,0.742949234488316,71.75,-1.33,51.13
20.65,52.65,9.1,10.0,73.51,7.990217391304349,51.13,103.09,70.15
23.82,73.62,7.3,8.0,-5.7,-0.7702702702702704,70.15,104.71,31.0
21.7,78.13,10.54,10.0,68.09,6.399436090225565,31.0,56.3,84.98
11.14,48.39,8.51,1.0,38.38,4.4576074332171896,84.98,116.88,69.74
30.24,49.86,9.33,6.0,21.01,2.227995758218452,69.74,52.24,42.96
17.49,70.69,6.21,4.0,53.4,8.462757527733757,42.96,-31.17,121.85
26.67,62.28,10.65,9.0,67.71,6.2986046511627904,121.85,29.98,63.38
39.52,49.71,10.71,8.0,73.17,6.768732654949121,63.38,87.53,103.85
18.56,54.72,13.28,4.0,72.52,5.420029895366218,103.85,78.98,106.34
7.29,58.94,9.55,2.0,32.83,3.402072538860103,106.34,39.63,70.3
23.0,36.53,9.0,6.0,54.1,5.945054945054945,70.3,110.75,69.74
32.71,71.48,5.33,3.0,14.44,2.6593001841620625,69.74,146.11,41.62
38.71,52.82,13.3,1.0,51.59,3.85,41.62,83.24,58.27
16.39,18.24,12.68,7.0,56.76,4.44131455399061,58.27,128.25,9.47
28.48,59.64,10.09,4.0,42.5,4.1707556427870465,9.47,11.31,101.2
21.74,48.88,9.99,9.0,13.29,1.3171456888007929,101.2,79.8,46.17
24.26,85.33,6.36,10.0,38.12,5.900928792569659,46.17,55.84,92.86
43.51,51.22,8.36,10.0,88.15,10.419621749408986,92.86,89.33,153.69
14.48,43.54,12.9,3.0,57.82,4.447692307692308,153.69,82.53,48.78
26.78,67.62,10.87,10.0,40.31,3.6745670009115776,48.78,108.94,67.04
28.27,50.09,5.52,10.0,46.82,8.330960854092528,67.04,71.69,62.76
32.6,48.31,11.21,10.0,57.69,5.10079575596817,62.76,42.9,64.48
25.69,67.64,7.48,1.0,19.02,2.509234828496042,64.48,71.75,50.5
27.16,44.39,8.43,2.0,20.06,2.351699882766706,50.5,51.13,47.7
22.26,38.14,12.92,4.0,35.28,2.709677419354839,47.7,70.15,15.59
26.88,85.89,12.3,7.0,39.77,3.2072580645161293,15.59,31.0,62.24
22.6,68.69,13.28,8.0,85.88,6.418535127055306,62.24,84.98,146.32
29.35,56.04,9.93,4.0,51.41,5.125623130608176,146.32,69.74,75.35
22.41,59.95,12.65,3.0,39.66,3.1105882352941174,75.35,42.96,-7.39
27.64,67.59,8.24,10.0,51.13,6.1306954436450845,-7.39,121.85,77.7
24.8,74.6,9.23,9.0,9.5,1.0182207931404073,77.7,63.38,53.24
32.88,48.66,9.02,8.0,31.92,3.5000000000000004,53.24,103.85,32.21
24.64,65.49,10.07,6.0,35.03,3.4444444444444446,32.21,106.34,60.99
12.59,52.4,6.14,9.0,29.59,4.74198717948718,60.99,70.3,15.59
33.83,57.17,9.32,8.0,74.69,7.928874734607218,15.59,69.74,104.7
18.66,62.41,14.35,7.0,63.2,4.373702422145329,104.7,41.62,52.86
20.42,59.9,6.72,6.0,25.79,3.781524926686217,52.86,58.27,17.12
20.83,71.03,6.01,10.0,24.66,4.0360065466448445,17.12,9.47,45.52
34.62,67.31,6.25,3.0,24.81,3.9070866141732283,45.52,101.2,250.22
10.05,37.38,17.99,6.0,46.27,2.5577667219458267,250.22,46.17,29.14
46.96,39.63,11.39,4.0,54.0,4.699738903394255,29.14,92.86,121.37
32.39,54.45,9.19,5.0,58.32,6.277717976318622,121.37,153.69,70.86
26.56,87.43,10.2,7.0,29.71,2.8844660194174763,70.86,48.78,100.1
24.62,47.23,10.68,7.0,46.43,4.307050092764379,100.1,67.04,104.03
27.0,56.88,8.08,9.0,48.88,5.975550122249389,104.03,62.76,108.53
28.65,51.95,8.45,9.0,73.94,8.647953216374269,108.53,64.48,137.31
29.52,51.69,9.53,6.0,65.48,6.799584631360333,137.31,50.5,94.08
28.89,62.67,7.83,6.0,21.29,2.6847414880201765,94.08,47.7,53.06
25.63,81.01,8.81,2.0,12.32,1.382716049382716,53.06,15.59,18.3
23.62,66.84,11.06,8.0,47.78,4.281362007168459,18.3,62.24,9.79
23.94,47.95,7.01,3.0,37.26,5.2405063291139244,9.79,146.32,53.83
23.64,101.3,17.83,1.0,30.78,1.7166759620747352,53.83,75.35,34.03
32.94,61.18,12.26,4.0,34.87,2.821197411003236,34.03,-7.39,41.5
29.15,51.34,6.19,5.0,61.59,9.791732909379968,41.5,77.7,71.34
4.42,81.18,2.57,3.0,19.93,7.464419475655431,71.34,53.24,61.49
29.59,52.96,7.94,7.0,86.97,10.817164179104477,61.49,32.21,120.31
26.36,84.94,12.05,5.0,35.65,2.934156378600823,120.31,60.99,103.22
24.87,46.94,11.47,10.0,62.65,5.414866032843561,103.22,15.59,62.47
22.28,81.45,9.67,5.0,36.62,3.7482088024564995,62.47,104.7,77.44
32.87,63.02,8.2,6.0,19.63,2.3650602409638557,77.44,52.86,42.03
31.63,79.37,7.29,6.0,47.08,6.370771312584574,42.03,17.12,91.22
19.59,88.53,8.79,9.0,24.92,2.8031496062992134,91.22,45.52,68.35
27.85,43.01,6.96,3.0,52.94,7.498583569405099,68.35,250.22,105.07
18.2,79.14,8.8,8.0,49.5,5.561797752808989,105.07,29.14,112.28
15.34,38.87,13.99,7.0,36.11,2.5628105039034774,112.28,121.37,9.63
20.61,44.29,7.69,9.0,53.03,6.807445442875482,9.63,70.86,55.07
31.04,47.95,11.83,5.0,70.78,5.932942162615256,55.07,100.1,68.04
31.67,67.55,12.29,7.0,47.8,3.857949959644875,68.04,104.03,233.25
28.59,60.5,6.76,8.0,35.43,5.164723032069971,233.25,108.53,30.43
30.08,57.49,7.47,9.0,58.0,7.661822985468957,30.43,137.31,90.32
28.61,62.19,13.21,8.0,58.83,4.419984973703982,90.32,94.08,93.67
20.51,68.87,7.22,2.0,44.3,6.051912568306011,93.67,53.06,53.35
25.0,70.02,9.83,6.0,77.47,7.801611278952668,53.35,18.3,121.37
30.6,76.41,16.12,4.0,44.01,2.71331689272503,121.37,9.79,72.28
30.28,87.3,12.94,4.0,79.76,6.116564417177915,72.28,53.83,85.56
33.32,59.68,10.26,9.0,36.91,3.562741312741313,85.56,34.03,70.51
29.96,52.18,12.52,7.0,67.01,5.309825673534074,70.51,41.5,75.21
27.46,69.2,9.83,6.0,45.6,4.59214501510574,75.21,71.34,123.8
32.49,42.84,13.05,2.0,55.37,4.210646387832699,123.8,61.49,60.97
24.81,49.82,3.86,1.0,9.48,2.393939393939394,60.97,120.31,-4.26
18.83,74.99,9.58,10.0,93.37,9.645661157024794,-4.26,103.22,99.98
23.86,58.14,3.74,4.0,56.34,14.671875,99.98,62.47,89.95
19.79,41.88,10.48,9.0,70.34,6.648393194706995,89.95,77.44,115.16
20.27,37.65,9.29,4.0,22.45,2.390841320553781,115.16,42.03,-2.89
23.99,60.73,14.08,2.0,53.43,3.7679830747531735,-2.89,91.22,68.74
19.45,77.13,12.14,8.0,46.41,3.7916666666666665,68.74,68.35,95.68
22.84,76.93,8.42,6.0,28.85,3.3861502347417844,95.68,105.07,79.98
11.74,61.66,8.78,1.0,75.71,8.5259009009009,79.98,112.28,93.66
26.49,90.13,11.14,4.0,52.93,4.709074733096085,93.66,9.63,82.2
25.01,58.43,8.28,10.0,48.92,5.837708830548927,82.2,55.07,73.5
19.28,57.92,9.9,5.0,62.5,6.25,73.5,68.04,54.85
29.61,21.49,13.95,1.0,32.91,2.3423487544483983,54.85,233.25,-22.14
31.56,60.12,7.51,2.0,53.23,6.994743758212878,-22.14,30.43,100.13
13.75,60.12,8.66,9.0,51.8,5.91324200913242,100.13,90.32,94.6
19.66,83.46,9.08,1.0,52.68,5.738562091503268,94.6,93.67,95.22
19.62,47.55,19.47,8.0,70.55,3.6050076647930505,95.22,53.35,45.45
18.42,66.93,11.82,9.0,41.51,3.4823825503355703,45.45,121.37,92.77
30.81,75.7,13.4,2.0,39.4,2.9185185185185185,92.77,72.28,56.39
23.64,60.17,12.3,2.0,37.71,3.0411290322580644,56.39,85.56,46.99
23.15,60.12,12.51,7.0,36.88,2.9246629659000796,46.99,70.51,47.4
10.97,63.71,11.42,10.0,72.05,6.254340277777778,47.4,75.21,229.76
29.45,71.42,11.1,9.0,48.59,4.338392857142858,229.76,123.8,69.59
16.33,45.79,5.65,10.0,70.46,12.25391304347826,69.59,60.97,122.58
25.42,56.19,11.07,9.0,55.42,4.961504028648165,122.58,-4.26,98.18
26.94,42.67,9.67,3.0,32.52,3.3285568065506657,98.18,99.98,40.01
34.52,21.45,11.64,7.0,19.86,1.6916524701873934,40.01,89.95,-52.2
15.84,75.41,9.79,6.0,20.96,2.119312436804854,-52.2,115.16,74.23
3.86,59.94,12.29,8.0,32.18,2.5972558514931396,74.23,-2.89,16.01
26.29,83.97,12.82,6.0,70.39,5.448142414860682,16.01,68.74,102.4
37.6,72.86,1.26,8.0,76.02,55.897058823529406,102.4,95.68,146.0
33.67,54.69,8.7,8.0,51.86,5.8931818181818185,146.0,79.98,51.93
26.47,58.75,4.43,10.0,68.54,15.130242825607068,51.93,93.66,146.29
21.56,68.49,10.72,6.0,38.9,3.5951940850277264,146.29,82.2,65.18
30.65,74.5,9.1,9.0,37.44,4.069565217391305,65.18,73.5,96.76
18.19,64.84,14.07,5.0,65.42,4.616796047988709,96.76,54.85,60.41
25.0,76.58,10.62,4.0,53.33,4.974813432835822,60.41,-22.14,113.48
28.54,55.55,8.54,7.0,64.67,7.484953703703705,113.48,100.13,130.04
32.42,45.04,12.82,3.0,51.02,3.948916408668731,130.04,94.6,21.4
44.32,59.03,9.05,8.0,42.49,4.643715846994535,21.4,95.22,51.86
27.75,63.08,8.51,8.0,45.69,5.306620209059234,51.86,45.45,238.13
21.44,41.98,11.18,5.0,56.14,4.976950354609929,238.13,92.77,79.6
24.82,39.95,14.84,10.0,54.8,3.6680053547523426,79.6,56.39,58.14
12.62,66.71,12.56,8.0,31.36,2.477093206951027,58.14,46.99,39.7
20.14,53.9,11.7,3.0,47.57,4.0313559322033905,39.7,47.4,59.97
22.14,57.51,18.25,3.0,19.59,1.0675749318801089,59.97,229.76,50.97
21.33,54.6,7.8,4.0,43.02,5.445569620253165,50.97,69.59,13.9
26.07,82.81,7.74,9.0,31.58,4.028061224489796,13.9,122.58,71.28
19.24,78.93,10.44,5.0,-10.92,-1.0360531309297913,71.28,98.18,-74.18
32.85,41.44,9.99,6.0,94.2,9.33597621407334,-74.18,40.01,119.04
25.0,52.01,7.17,4.0,34.55,4.752407152682256,119.04,-52.2,75.43
24.93,72.75,15.26,9.0,31.17,2.029296875,75.43,74.23,42.07
22.7,69.03,5.68,4.0,82.46,14.26643598615917,42.07,16.01,144.25
26.09,59.38,9.64,3.0,26.56,2.726899383983573,144.25,102.4,-0.86
30.78,42.94,10.52,2.0,20.97,1.9745762711864407,-0.86,146.0,26.99
25.0,49.76,9.99,3.0,45.89,4.5480673934588705,26.99,51.93,116.04
20.39,52.25,8.14,1.0,40.1,4.866504854368932,116.04,146.29,35.88
22.87,64.15,12.39,8.0,37.21,2.979183346677342,35.88,65.18,64.41
15.58,85.56,14.32,1.0,31.65,2.1948682385575586,64.41,96.76,30.79
19.27,49.7,3.66,6.0,46.23,12.295212765957444,30.79,60.41,73.35
21.67,44.61,10.54,2.0,82.73,7.775375939849625,73.35,113.48,117.97
31.12,58.37,9.66,3.0,17.79,1.8227459016393441,117.97,130.04,256.14
26.84,75.48,10.32,9.0,66.81,6.411708253358926,256.14,21.4,109.43
26.36,38.3,9.05,9.0,80.67,8.816393442622951,109.43,51.86,96.4
30.96,81.8,6.13,6.0,37.48,6.016051364365971,96.4,238.13,58.34
24.04,57.42,14.63,7.0,57.53,3.9056347589952476,58.34,79.6,93.34
27.73,48.99,13.48,5.0,47.56,3.5022091310751104,93.34,58.14,68.51
24.28,36.0,9.69,7.0,15.61,1.5944841675178754,68.51,39.7,-24.78
26.86,70.6,8.54,6.0,74.38,8.608796296296298,-24.78,59.97,121.71
20.92,57.43,8.17,5.0,50.7,6.130592503022975,121.71,50.97,46.75
7.93,60.12,2.24,3.0,39.58,16.91452991452991,46.75,13.9,51.39
24.06,46.49,11.06,2.0,19.57,1.753584229390681,51.39,71.28,30.32
34.96,55.21,12.34,5.0,60.42,4.856913183279743,30.32,-74.18,104.64
31.48,52.7,10.41,8.0,53.04,5.04662226450999,104.64,119.04,92.7
31.76,58.49,9.74,5.0,62.12,6.3130081300813,92.7,75.43,82.52
25.0,49.96,10.4,3.0,61.11,5.82,82.52,42.07,88.47
25.62,36.99,7.44,10.0,33.74,4.474801061007958,88.47,144.25,22.65
26.38,100.93,8.5,3.0,-18.4,-2.13953488372093,22.65,-0.86,37.92
20.68,39.55,9.5,5.0,47.8,4.979166666666667,37.92,26.99,45.95
22.79,62.72,12.09,9.0,46.46,3.811320754716981,45.95,116.04,54.64
29.31,33.42,14.14,8.0,53.28,3.741573033707865,54.64,35.88,28.72
33.43,30.04,9.31,7.0,80.36,8.539851222104144,28.72,64.41,109.49
24.02,61.47,6.87,5.0,49.03,7.034433285509326,109.49,30.79,73.18
21.85,62.62,10.11,9.0,63.85,6.253672869735554,73.18,73.35,81.03
25.0,78.92,16.03,2.0,57.54,3.5672659640421567,81.03,117.97,64.28
29.21,65.99,7.13,6.0,22.3,3.0843706777316737,64.28,256.14,19.29
14.89,57.75,12.66,7.0,24.2,1.896551724137931,19.29,109.43,27.22
8.93,45.76,14.01,7.0,73.07,5.1785967399007795,27.22,96.4,75.42
21.15,82.49,8.92,4.0,32.41,3.5931263858093123,75.42,58.34,28.15
16.46,73.93,7.9,2.0,57.38,7.1725,28.15,93.34,59.32
25.0,41.31,11.72,1.0,29.52,2.49746192893401,59.32,68.51,-28.16
23.97,60.57,11.06,1.0,64.93,5.81810035842294,-28.16,-24.78,109.94
21.83,62.16,12.08,3.0,54.95,4.511494252873564,109.94,121.71,82.67
35.17,54.82,16.22,7.0,44.04,2.6985294117647056,82.67,46.75,79.01
27.29,71.58,10.5,5.0,63.33,5.974528301886792,79.01,51.39,137.85
27.1,60.12,6.42,7.0,55.19,8.464723926380369,137.85,30.32,111.61
29.36,57.14,10.2,9.0,35.55,3.4514563106796117,111.61,104.64,54.92
17.03,55.79,10.72,8.0,50.24,4.643253234750462,54.92,92.7,67.72
32.27,82.48,13.8,1.0,63.38,4.559712230215827,67.72,82.52,80.31
24.47,73.99,9.41,4.0,72.15,7.586750788643534,80.31,88.47,90.1
29.69,61.09,9.99,5.0,47.43,4.7006937561942514,90.1,22.65,62.66
17.5,35.56,5.89,7.0,85.73,14.312186978297165,62.66,37.92,95.46
14.12,65.16,11.64,8.0,35.11,2.9906303236797274,95.46,45.95,5.73
30.73,70.47,20.04,8.0,18.86,0.9364448857994041,5.73,54.64,-9.41
27.63,18.68,9.33,4.0,21.78,2.3096500530222697,-9.41,28.72,-34.47
18.69,63.78,11.36,7.0,49.8,4.345549738219895,-34.47,109.49,34.67
18.91,53.75,8.36,2.0,50.24,5.9385342789598115,34.67,73.18,75.1
32.88,56.69,6.16,9.0,52.51,8.388178913738018,75.1,81.03,82.17
16.67,46.39,11.3,6.0,36.64,3.214035087719298,82.17,64.28,27.09
36.5,57.78,10.08,4.0,94.51,9.283889980353635,27.09,19.29,140.89
18.7,80.88,2.84,6.0,80.22,27.285714285714285,140.89,27.22,162.73
29.47,53.3,14.83,7.0,27.11,1.8158070997990623,162.73,75.42,38.76
22.7,74.48,11.25,10.0,47.96,4.225550660792952,38.76,28.15,123.19
29.22,47.91,10.22,8.0,50.99,4.940891472868217,123.19,59.32,67.37
21.19,71.38,8.73,4.0,63.71,7.215175537938845,67.37,-28.16,101.08
23.86,60.02,11.22,9.0,19.52,1.724381625441696,101.08,109.94,16.5
25.29,65.28,11.35,6.0,15.72,1.37292576419214,16.5,82.67,-19.79
17.98,60.11,11.2,1.0,25.62,2.267256637168142,-19.79,79.01,25.52
30.19,69.62,13.2,3.0,80.08,6.021052631578947,25.52,137.85,131.04
21.41,21.49,13.89,1.0,36.91,2.63831308077198,131.04,111.61,-19.42
23.4,38.7,16.02,6.0,66.17,4.104838709677419,-19.42,54.92,43.47
18.04,66.26,7.49,6.0,61.78,8.13965744400527,43.47,67.72,116.89
7.06,29.35,8.28,7.0,46.41,5.5381861575179,116.89,80.31,30.3
23.66,52.04,11.08,1.0,66.55,5.952593917710197,30.3,90.1,50.65
41.89,59.18,7.66,1.0,25.45,3.279639175257732,50.65,62.66,24.1
30.49,47.58,9.99,5.0,40.57,4.020812685827552,24.1,95.46,70.47
24.87,49.63,11.43,5.0,5.67,0.49176062445793584,70.47,5.73,-4.89
23.16,64.07,12.7,1.0,51.95,4.058593750000001,-4.89,-9.41,57.55
25.16,75.14,13.83,7.0,34.15,2.451543431442929,57.55,-34.47,21.09
28.83,45.62,9.42,7.0,93.8,9.852941176470589,21.09,34.67,132.06
16.73,51.37,11.39,6.0,51.17,4.453437771975631,132.06,75.1,80.82
32.8,49.03,10.73,7.0,66.39,6.130193905817174,80.82,82.17,78.02
30.01,23.68,10.05,6.0,63.06,6.212807881773399,78.02,27.09,68.4
30.03,62.13,7.55,10.0,48.45,6.333333333333334,68.4,140.89,75.87
28.07,74.02,7.17,2.0,69.84,9.606602475928474,75.87,162.73,126.99
25.14,75.25,12.0,5.0,50.66,4.186776859504132,126.99,38.76,91.03
29.71,46.94,7.5,7.0,59.51,7.830263157894737,91.03,123.19,72.55
29.14,41.22,4.67,2.0,97.16,20.368972746331238,72.55,67.37,71.96
22.52,60.32,9.9,5.0,53.85,5.385,71.96,101.08,52.81
20.98,72.44,14.37,3.0,39.44,2.7256392536281964,52.81,16.5,58.36
25.71,62.32,1.62,9.0,35.84,20.83720930232558,58.36,-19.79,102.25
35.84,64.34,9.14,10.0,48.34,5.231601731601732,102.25,25.52,72.88
16.33,77.13,12.03,1.0,52.34,4.314921681780709,72.88,131.04,103.94
14.73,48.91,4.53,7.0,51.18,11.053995680345572,103.94,-19.42,107.39
26.15,56.7,9.36,10.0,18.36,1.940803382663848,107.39,43.47,52.27
25.36,84.52,6.58,4.0,4.73,0.7080838323353295,52.27,116.89,11.11
26.21,57.05,6.98,5.0,30.63,4.326271186440678,11.11,30.3,67.35
26.71,40.99,8.79,1.0,51.17,5.755905511811025,67.35,50.65,38.18
23.44,49.96,6.63,5.0,51.26,7.61664190193165,38.18,24.1,54.12
35.43,60.12,6.38,8.0,59.09,9.118827160493828,54.12,70.47,100.34
13.79,65.36,9.82,6.0,57.26,5.772177419354839,100.34,-4.89,88.09
19.2,46.56,16.68,2.0,40.01,2.384386174016686,88.09,57.55,30.07
24.28,64.07,12.27,2.0,29.59,2.3920776071139858,30.07,21.09,51.88
13.5,48.96,13.03,9.0,60.42,4.601675552170602,51.88,132.06,61.58
23.77,28.15,12.39,1.0,54.52,4.365092073658928,61.58,80.82,-2.82
36.63,64.6,7.91,2.0,28.14,3.51310861423221,-2.82,78.02,105.69
25.15,62.23,10.93,8.0,62.5,5.666364460562104,105.69,68.4,79.78
26.61,67.77,13.29,6.0,69.14,5.163554891710232,79.78,75.87,77.49
16.18,49.91,12.49,3.0,65.79,5.2255758538522645,77.49,126.99,34.73
20.69,48.31,10.58,3.0,69.29,6.487827715355806,34.73,91.03,79.91
22.37,66.02,11.56,9.0,34.99,3.000857632933105,79.91,72.55,56.11
22.78,82.79,17.39,2.0,67.04,3.833047455688965,56.11,71.96,84.18
33.97,60.17,12.52,10.0,46.84,3.7115689381933445,84.18,52.81,110.05
